city,name,address,rating,reviews_count,phone,website,business_type,hours,latitude,longitude,place_id,scraped_at
"Malaga, Spain",Sun Custom Bikes,"C. de Alfredo Corrochano, 119, Cruz de Humilladero, 29006 Málaga, Spain",4.8,82,+34 952 32 10 16,https://www.suncustombikes.com/,Motorcycle parts store,Closed ⋅ Opens 10 AM Mon,36.7136943,-4.4857059999999995,ChIJPTi42bbwcg0Rz5xZBSzC31g,2025-10-25T02:58:12.591263
"Malaga, Spain",Taller De Motos Fernando i Sl,"C. Emilio Díaz, 2, Distrito Centro, 29014 Málaga, Spain",4.6,114,+34 952 26 46 12,N/A,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,36.734089999999995,-4.42364,ChIJHbskzLD3cg0RH8JOpCnO2xE,2025-10-25T02:58:12.591266
"Malaga, Spain",Vespasol,"C. Almansa, 4, Distrito Centro, 29007 Málaga, Spain",3.3,30,+34 952 07 01 30,https://www.vespasol.es/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,36.7187025,-4.428264899999999,ChIJ5QHvkZj3cg0RSxPaWmY6MAs,2025-10-25T02:58:12.591269
"Malaga, Spain",Gas Racing Team Taller De Motos,"Centro Olletas, Obispo salvador de los reyes 1 Poligono industrial, Nave E I-4, 29013 Málaga, Spain",4.7,67,+34 641 33 42 54,https://www.instagram.com/gas.racing.team/,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,36.7355656,-4.417667,ChIJx4fiI_73cg0RNTgOaoSbjbQ,2025-10-25T02:58:12.591272
"Malaga, Spain",MOTOCAM,"C. Antonio de Nebrija, 5-B, 29620 Torremolinos, Málaga, Spain",4.9,157,+34 682 92 75 43,http://www.motocam.es/,Motorcycle repair shop,Closed ⋅ Opens 7 AM Mon,36.6114198,-4.5169995,ChIJUYQxuoD7cg0R7S1R-jpkB0s,2025-10-25T02:58:12.591275
"Malaga, Spain",Kaosracer SL,"C. Antonio de Nebrija, 9, 29620 Torremolinos, Málaga, Spain",4.4,355,+34 952 38 31 02,N/A,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,36.6115584,-4.5172333,ChIJz5kX8YD7cg0R9UBgCSMSv4k,2025-10-25T02:58:12.591279
"Malaga, Spain",MotoSprint Málaga Taller de motos en Málaga,"C. Gerona, 26, Cruz de Humilladero, 29006 Málaga, Spain",4.5,139,+34 952 36 11 91,https://motosprintmalaga.com/,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,36.7136723,-4.4387716,ChIJhdsXiJ33cg0RIZSpqVVC0qw,2025-10-25T02:58:12.591282
"Malaga, Spain",Servimoto Moreno,"tienda 952970577, c/Córdoba 35 taller 952405476, Calle Rda., 11, 29730 Rincón de la Victoria, Málaga, Spain",4.7,118,+34 952 40 54 76,N/A,Mechanic,Closed ⋅ Opens 8 AM Mon,36.7153625,-4.2828397,ChIJoVGbznpacg0RYze8ng_uitY,2025-10-25T02:58:12.591285
"Malaga, Spain",Malaga.rent - motorcycle rental | Motocyklem pl,"Av. de los Manantiales, 34, 29620 Torremolinos, Málaga, Spain",3.7,3,N/A,N/A,Motorcycle repair shop,Open 24 hours,36.6284408,-4.5035614,ChIJcRGcohr7cg0R0ZyCh_abYwg,2025-10-25T02:58:13.216645
"Malaga, Spain",Gerar Motos,"C. Ventura Rodríguez, 5, Distrito Centro, 29009 Málaga, Spain",5,1,+34 615 31 59 27,N/A,Motorcycle repair shop,Closed ⋅ Opens 9:30 AM Mon,36.7249609,-4.4269509,ChIJ40Nt6bz3cg0Rjs9GXVZ0KVo,2025-10-25T02:58:13.216648
"Malaga, Spain",Motos Comitre,"C. Amargura, 26, Distrito Centro, 29012 Málaga, Spain",3,72,+34 678 58 40 49,N/A,Motorcycle repair shop,Closed ⋅ Opens 9:30 AM Mon,36.728024399999995,-4.4127208,ChIJqchQG8T3cg0RxZugU8CDySU,2025-10-25T02:58:13.216651
"Malaga, Spain",Quad Center,"Pje. Amantillo, 6, Carretera de Cádiz, 29004 Málaga, Spain",4.2,9,+34 952 06 70 32,N/A,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,36.6927658,-4.4627153,ChIJw9QOweb5cg0RBXwdGZOGdcE,2025-10-25T02:58:13.216654
"Malaga, Spain",taller 100x100 moteros malagueños,"C. Zúñiga, 3, Cruz de Humilladero, 29006 Málaga, Spain",4.1,9,+34 696 09 74 12,N/A,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,36.7134639,-4.4365257,ChIJmWJurp33cg0Rj1crPTIG9MQ,2025-10-25T02:58:13.216657
"Malaga, Spain",Taller de Motos Málaga | Atomotor,"C. Cortes de la Frontera, 11B, Cruz de Humilladero, 29006 Málaga, Spain",5,1,+34 633 96 92 56,https://www.atomotor.es/,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,36.7014558,-4.4654583,ChIJ-9IJ6Gv3cg0RVylif19Aegk,2025-10-25T02:58:13.216661
"Malaga, Spain",CARBIKEMOTOR,"Calle Antonio Raíz, 6, local 1, Teatinos-Universidad, 29010 Málaga, Spain",4.3,40,+34 607 51 51 70,N/A,Mechanic,Closed ⋅ Opens 9 AM Mon,36.7243905,-4.4680099,ChIJI-DLO873cg0R06psV-Zj-Wc,2025-10-25T02:58:13.216664
"Malaga, Spain",DEMOTO,"C. de Alfredo Corrochano, 57, y 65, Cruz de Humilladero, 29006 Málaga, Spain",4.5,578,+34 952 35 21 81,https://www.demoto.es/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,36.713597299999996,-4.4793194,ChIJHUlAq0z3cg0RfUpT9oTQOMw,2025-10-25T02:58:13.216667
"Malaga, Spain",Venta y Reparación de Motos SotoMoto,"C. Argentea, 6, Cruz de Humilladero, 29010 Málaga, Spain",4.3,113,+34 952 61 81 62,N/A,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,36.721063199999996,-4.4438812,ChIJbQFHVAv3cg0RiqSX6Ikrxrc,2025-10-25T02:58:13.216670
"Malaga, Spain",Muñiz Motos RC,"C. Juan Gris, 6, Cruz de Humilladero, 29006 Málaga, Spain",4.6,61,+34 952 33 39 99,https://www.facebook.com/MmotosRC,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,36.7056128,-4.4544714,ChIJeagsCKH3cg0RuMCJZy-oZio,2025-10-25T02:58:13.216673
"Malaga, Spain",el Motorista Málaga Kymco Yadea,"Ctra. de la Azucarera Intelhorce, 82, Churriana, 29004 Málaga, Spain",4.3,792,+34 952 24 09 34,http://www.elmotorista.es/,Motorcycle parts store,Closed ⋅ Opens 9 AM Mon,36.69425,-4.4923559,ChIJLf8V4Qj6cg0R2wvtYeVvPHM,2025-10-25T02:58:13.216676
"Malaga, Spain",Moreno racing,"C. Maro, Cruz de Humilladero, 29006 Málaga, Spain",5,3,+34 744 74 75 50,N/A,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,36.7026411,-4.4644695,ChIJSWPmcjf3cg0RvcGP6Sq-3uA,2025-10-25T02:58:13.216679
"Malaga, Spain","KTM, HUSQVARNA, CF MOTO, MV AGUSTA, ZEEHO, SUZUKI EN SIEBLA MÁLAGA","C. Martínez de la Rosa, 109, Bailén-Miraflores, 29009 Málaga, Spain",4,167,+34 636 76 93 24,http://www.ktmsiebla.com/,Motorcycle repair shop,Closed ⋅ Opens 10 AM,36.7265831,-4.4392372,ChIJ_XEk8Lz3cg0RYfS98GxfmLk,2025-10-25T02:58:13.216682
"Malaga, Spain",Motocard,"Av. de Velázquez, 4, Carretera de Cádiz, 29003 Málaga, Spain",3.9,801,+34 952 36 50 04,https://www.motocard.com/tiendas-motocard.html?shop=malaga,Motorcycle shop,Closed ⋅ Opens 10 AM,36.700125,-4.445704,ChIJh_DQk333cg0RYlmy6U3v59Y,2025-10-25T02:58:13.216685
"Malaga, Spain",SABWAY Málaga Tienda y Taller de Reparación de Patinetes eléctricos,"Av. Jorge Luis Borges, 46, Teatinos-Universidad, 29010 Málaga, Spain",5,63,+34 696 56 25 34,https://sabway.es/shop/,Scooter repair shop,Closed ⋅ Opens 10 AM,36.7207307,-4.4715546,ChIJ8f2yVNj3cg0RbiAvEZQufM4,2025-10-25T02:58:13.216688
"Malaga, Spain",ZM Motors,"Diseminado No Urbanizable, 40, 29130 Málaga, Spain",N/A,0,N/A,N/A,Motorcycle repair shop,N/A,36.6760277,-4.5490812,ChIJ47IRawD7cg0RKoua1Rr9VD0,2025-10-25T02:58:13.216693
"Malaga, Spain",MotoFast,"C. Quito, 14, Cruz de Humilladero, 29006 Málaga, Spain",4.6,641,+34 646 09 94 65,http://www.moto-fast.es/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,36.7124266,-4.4743788,ChIJgUtmmU73cg0RyIB0ZxtRV4s,2025-10-25T02:58:13.216696
"Rome, Italy",THE LAB MOTORBIKE,"Via Trionfale, 9292, 00135 Roma RM, Italy",5,39,+39 06 3061 0146,N/A,Motorcycle repair shop,Closed ⋅ Opens 9:30 AM,41.9439091,12.419011,ChIJwaJWcBJeLxMRi1yDZsW2ftI,2025-10-25T02:58:16.006487
"Rome, Italy",DBS MOTO,"Via dei Durantini, 114, 00157 Roma RM, Italy",4.9,98,+39 06 9760 2400,http://www.dbsmoto.it/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,41.9124087,12.5420558,ChIJcyxkSMVjLxMRE8LTu4EymqE,2025-10-25T02:58:16.006518
"Rome, Italy",FM Racing Roma,"Via Casilina, 977b, 00172 Roma RM, Italy",4.8,31,+39 331 273 0214,N/A,Motorcycle repair shop,Closed ⋅ Opens 7:30 AM Mon,41.8721485,12.577022999999999,ChIJvVfqlIliLxMRlioH0AXdtuM,2025-10-25T02:58:16.006527
"Rome, Italy",BRK SERVICE,"Via Paternopoli, 56, 00132 Roma RM, Italy",4.9,54,+39 06 2275 5318,http://www.brkservice.com/,Motorcycle repair shop,Closed ⋅ Opens 9 AM,41.8909616,12.633376499999999,ChIJOeQV_Cd9LxMR4Oanwy8Lk-I,2025-10-25T02:58:16.006532
"Rome, Italy",Moto Solution Roma,"Via della Batteria Nomentana, 106/108, 00162 Roma RM, Italy",5,206,+39 06 6481 0313,http://www.motosolutionroma.com/,Motorcycle repair shop,Closed ⋅ Opens 8:45 AM Mon,41.926091199999995,12.5274342,ChIJ52voIl9hLxMR6521ppHMDEs,2025-10-25T02:58:16.006537
"Rome, Italy",Motosprint Roma Assistenza,"Via Cupa, 12, 00162 Roma RM, Italy",4.7,82,+39 06 6422 0358,N/A,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM,41.908430599999996,12.5223012,ChIJhwgKYXlhLxMR_7-UMi01N5A,2025-10-25T02:58:16.006545
"Rome, Italy",Officina Beat Garage & Vintage,"Via Giovanni Lanza, 115, 00184 Roma RM, Italy",5,1,+39 06 5655 8248,N/A,Motorcycle repair shop,Closed ⋅ Opens 7 AM Mon,41.8951634,12.495361599999999,ChIJPyvRgrphLxMRHPSX7TwQOzE,2025-10-25T02:58:16.006551
"Rome, Italy",All Motor Bikes Service,"Via di Grottarossa, 76, 00189 Roma RM, Italy",4,6,+39 06 3020 7117,N/A,Motorcycle repair shop,N/A,41.9716941,12.4381822,ChIJ-SYYAmBnLxMRCEYfM9keEsE,2025-10-25T02:58:16.006557
"Rome, Italy",Moto Tech,"Via Artemide, 8, 00133 Roma RM, Italy",4.9,37,+39 328 381 4915,N/A,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,41.8770431,12.618133,ChIJ0agKqqdjLxMR5ZqTSQNHsAA,2025-10-25T02:58:16.006564
"Rome, Italy",Cianfarani Motorcycles,"Via Gregorio XI, 319, 00166 Roma RM, Italy",4.6,105,+39 06 6641 1216,N/A,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,41.892167099999995,12.409159899999999,ChIJGd2HzcVfLxMRfs3aEAVcWsM,2025-10-25T02:58:16.006569
"Rome, Italy",Mameli Moto,"Via Goffredo Mameli, 48/50, 00153 Roma RM, Italy",4.8,63,+39 06 589 6890,N/A,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,41.8867383,12.4683269,ChIJBa_jPDlgLxMRnZPDrc4cHZE,2025-10-25T02:58:16.006574
"Rome, Italy",Wild Side Motorcycle,"Via Lucrezia Romana, 93, 00043 Ciampino RM, Italy",4.8,174,+39 06 5987 9424,http://www.wildsidemotors.it/,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,41.8190533,12.5907076,ChIJ7xvPjHyIJRMRUN02LeSt3Ro,2025-10-25T02:58:16.006581
"Rome, Italy",Biking Scooter Service,"Via Reggio Emilia, 23, 00198 Roma RM, Italy",4.8,25,+39 392 682 3833,N/A,Motorcycle repair shop,Closed ⋅ Opens 9:15 AM Mon,41.9116783,12.5034917,ChIJmwTcZgxhLxMRnqVUzPVAJ7Y,2025-10-25T02:58:16.006587
"Rome, Italy",Moto Fast,"V. Collatina, 231/B, 00155 Roma RM, Italy",5,308,+39 393 004 6198,http://www.moto-fast.it/,Motorcycle repair shop,Closed ⋅ Opens 9 AM,41.9038968,12.587045199999999,ChIJFyqYwYZjLxMR-dMpv_Zb3T0,2025-10-25T02:58:16.006592
"Rome, Italy",Built Motorcycles,"Piazza Giovanni da Verrazzano, 48, 00154 Roma RM, Italy",5,37,+39 329 455 4385,http://www.builtmotorcycles.it/,Motorcycle repair shop,Closed ⋅ Opens 10 AM,41.868317999999995,12.4899253,ChIJJX3WChJhLxMRwigL6HLdb5s,2025-10-25T02:58:16.006598
"Rome, Italy",Motoloco Roma,"Via Cincinnato, 7A/7B, 00175 Roma RM, Italy",5,49,+39 329 724 2188,N/A,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,41.865226199999995,12.548024199999999,ChIJnbOuw2BjLxMRn1AT5ncsTmo,2025-10-25T02:58:16.006604
"Rome, Italy",414motorcycles,"Via di Boccea, 414, 00167 Roma RM, Italy",4.6,11,+39 331 232 3338,N/A,Motorcycle repair shop,Closed ⋅ Opens 9 AM,41.9050201,12.4096636,ChIJI8KinOBfLxMRE9Ak_upI7sM,2025-10-25T02:58:16.006610
"Rome, Italy",MOTOSPEEDTEAM,"Viale Giovanni Battista Valente, 109, 00177 Roma RM, Italy",4.6,90,+39 06 2521 0742,http://www.motospeedteam.it/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,41.8978757,12.5660711,ChIJxTZJw1JiLxMRxCVoOhian20,2025-10-25T02:58:16.006617
"Rome, Italy",Special Bike officina moto e scooter di tutte le marche,"Via Cesare Pascarella, 16/18, 00153 Roma RM, Italy",4.6,41,+39 06 589 9753,https://specialbikeroma.it/,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,41.876683,12.466321599999999,ChIJcx-n9CNgLxMRVN4qKglBT3M,2025-10-25T02:58:16.006622
"Rome, Italy",Fast Bike,"Via Cristoforo Colombo, 128 b/c, 00147 Roma RM, Italy",4.8,46,+39 06 2348 5977,https://www.facebook.com/Fast-Bike-Roma-1605018713096688/?ref=aymt_homepage_panel,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,41.8650265,12.496435499999999,ChIJaeTNnXeKJRMRTh-AoK23Xmo,2025-10-25T02:58:16.006628
"Rome, Italy",RC moto,"Via Lomellina, 1, 00161 Roma RM, Italy",5,229,+39 333 565 4068,http://www.rcmoto.net/,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,41.9103268,12.518701199999999,ChIJeQJOq0VhLxMRBCJLxz1jAeE,2025-10-25T02:58:16.817494
"Rome, Italy",Luciano Moto Roma,"Via Giacomo Bove, 16, 00154 Roma RM, Italy",4.7,66,+39 06 578 0870,N/A,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM,41.8715152,12.4815541,ChIJEcdL_CpgLxMRlA9wCGq_xU4,2025-10-25T02:58:16.817498
"Rome, Italy",AC Moto Service,"Via Fabio Rulliano, 30/32/34, 00175 Roma RM, Italy",4.8,120,+39 06 768106,https://acmotoservice.com/,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,41.8588993,12.561135499999999,ChIJOzvD8tiJJRMRqhr7VsSZc64,2025-10-25T02:58:16.817501
"Rome, Italy",L.A. MOTO | Service,"Via Pietro Teofilato, 34, 00152 Roma RM, Italy",4.7,138,+39 06 5530 8415,http://www.lamotoroma.com/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,41.867909,12.463267499999999,ChIJ33iv2I-LJRMRyUVdulIbQj0,2025-10-25T02:58:16.817504
"Rome, Italy",2G MOTO,"Via Umberto Biancamano, 34, 00185 Roma RM, Italy",4.3,30,+39 327 614 3671,N/A,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,41.8874905,12.51038,ChIJY54--pRhLxMRctt4UsoF11E,2025-10-25T02:58:16.817507
"Rome, Italy",Motor Bike's Dream,"Via Galba, 26/28, 00145 Roma RM, Italy",4.3,4,+39 06 8760 2342,http://www.motorbikesdream.it/,Motorcycle repair shop,Closed ⋅ Opens 9:30 AM Mon,41.8548878,12.4867651,ChIJ57zZUleLJRMRK9W59WGHL1U,2025-10-25T02:58:16.817509
"Rome, Italy",Da.Ma. Moto,"Via della Magliana, 76d, 00146 Roma RM, Italy",4.8,78,+39 06 5530 0954,https://www.facebook.com/p/DaMa-Moto-100041233497278/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,41.8572311,12.458743,ChIJQbcj976KJRMRfsVWr4xdulU,2025-10-25T02:58:16.817512
"Rome, Italy",Af Moto Performance Srls,"Via Walter Tobagi, 29, 00169 Roma RM, Italy",4.7,91,+39 06 262039,https://www.instagram.com/afmotoperformance16,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,41.868615399999996,12.5972049,ChIJM-h9SpZiLxMRRciM6FIWyOE,2025-10-25T02:58:16.817514
"Rome, Italy",Centro Moto Lanciani,"Largo Rodolfo Lanciani, 6, 00162 Roma RM, Italy",4.9,83,+39 338 706 2880,http://www.centromotolanciani.it/,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,41.9216559,12.525374999999999,ChIJOXny-DFhLxMRX55B_DNd-2s,2025-10-25T02:58:16.817516
"Rome, Italy",Officina Mascetti Moto,"Via Nemorense, 167, 00199 Roma RM, Italy",4.9,72,+39 338 821 4516,N/A,Motorcycle repair shop,Closed ⋅ Opens 9 AM,41.9294358,12.5142624,ChIJs_qE3T1hLxMRGqXcnUqWJuo,2025-10-25T02:58:16.817519
"Rome, Italy","Moto Evolution - Officina per Moto, Scooter, Automobili e Minicar a Roma","Via di Torrevecchia, 9, 00168 Roma RM, Italy",4.9,109,+39 06 9818 0134,http://www.motoevolution.it/,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,41.9364645,12.4229448,ChIJCUgg_BZeLxMRjZIaMw2y6zg,2025-10-25T02:58:16.817521
"Rome, Italy",Mototecnica Service,"Via Bagnoregio, 85, 00189 Roma RM, Italy",4.8,16,+39 06 336 0179,N/A,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,41.9725879,12.441407,ChIJCxqs82BnLxMRxGPBNHXbYV8,2025-10-25T02:58:16.817524
"Rome, Italy",Gabrielli Moto Sas,"Via delle Fornaci, 103/105, 00165 Roma RM, Italy",4.8,62,+39 06 637 0362,N/A,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,41.8969387,12.4570697,ChIJK-G_aGlgLxMRP_v37ZcAxec,2025-10-25T02:58:16.817527
"Rome, Italy",DamaMoto di Francesco Gioia,"Via Monte Santo, 44, 00195 Roma RM, Italy",4.8,19,+39 06 372 1598,N/A,Motorcycle repair shop,Closed ⋅ Opens 7:30 AM Mon,41.9181314,12.460913099999999,ChIJU6rCLI1gLxMRZmyeit978aU,2025-10-25T02:58:16.817529
"Rome, Italy",Santi Moto,"Via della Madonna del Riposo, 38/c, 00165 Roma RM, Italy",4.9,66,+39 06 5820 9002,N/A,Motorcycle repair shop,Closed ⋅ Opens 9 AM,41.8968172,12.433279599999999,ChIJfWZj7d5fLxMR3bgV6aQAaZI,2025-10-25T02:58:16.817532
"Rome, Italy",BRT Prototipi,"Via Fratelli Bonnet, 40, 00152 Roma RM, Italy",4.8,213,+39 06 581 0793,https://www.brtprototipi.com/,Motorcycle repair shop,Closed ⋅ Opens 9 AM,41.8852921,12.459360199999999,ChIJj_4gaRZgLxMR4Vj12yDbuGs,2025-10-25T02:58:16.817534
"Rome, Italy",Motofficina Rende Racing,"Via Agrigento, 2A, 00161 Roma RM, Italy",4.9,17,+39 349 576 1534,N/A,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,41.9094142,12.5161634,ChIJkYWTG81hLxMRmKRLIdsbMso,2025-10-25T02:58:16.817536
"Rome, Italy",Union Jack Roma,"Via Camilla, 36, 00179 Roma RM, Italy",4.7,84,+39 351 434 6283,http://unionjackroma.it/,Motorcycle repair shop,Closed ⋅ Opens 9:30 AM,41.875173,12.525482,ChIJp_XlFfdhLxMRE9gaB5adzSM,2025-10-25T02:58:16.817552
"Rome, Italy",Dcm Moto,"Via Francesco Carrara, 2, 00196 Roma RM, Italy",5,49,+39 06 323 1432,N/A,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,41.9126038,12.4751812,ChIJkUYZo_lgLxMRGyqOiHiS4W8,2025-10-25T02:58:16.817554
"Rome, Italy",Centro Moto Jenner Cmj,"Via Edoardo Jenner, 35, 00151 Roma RM, Italy",4.6,28,+39 06 5327 2555,http://www.centromotojenner.com/,Motorcycle repair shop,Closed ⋅ Opens 7:30 AM,41.8735633,12.444982,ChIJmYO8DQJgLxMRH5sbo--_CsU,2025-10-25T02:58:17.637622
"Rome, Italy",Centro Assistenza Moto Balduina,"Via Elio Donato, 19/21, 00136 Roma RM, Italy",4.5,66,+39 06 3972 1993,https://www.centroassistenzamotobalduina.it/,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,41.9124862,12.442891699999999,ChIJAw2QCH5gLxMRLmYO6YxZxQE,2025-10-25T02:58:17.637648
"Rome, Italy",Officina Moto Heavy Motors Roma EUR,"Via Attilio Ambrosini, 148, 00147 Roma RM, Italy",5,91,+39 338 356 6992,https://www.facebook.com/heavymotorsgarage/,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,41.8494154,12.4907828,ChIJaaXuV42LJRMR18Jl_ToGvgU,2025-10-25T02:58:17.637654
"Rome, Italy",Roma Center Bike,"Via del Basilico, 7, 00187 Roma RM, Italy",4.4,30,+39 06 4201 2560,N/A,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,41.9049966,12.489990299999999,ChIJybUIhKlhLxMRKFnpiTokQUQ,2025-10-25T02:58:17.637659
"Rome, Italy",Moscatelli Moto,"Via Giacomo Giri, 12, 00167 Roma RM, Italy",4.8,118,+39 06 3938 0512,http://www.moscatellimoto.it/,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,41.900430199999995,12.4362561,ChIJnXbZH3dgLxMRNPPC1-5OXyg,2025-10-25T02:58:17.637664
"Rome, Italy",Paolinelli Moto,"Via Emilio Praga, 3A, 00137 Roma RM, Italy",4.5,58,+39 06 827 7759,http://www.paolinellimoto.it/,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,41.945178999999996,12.5588759,ChIJ1bjXZXFkLxMRb6rTQi7xowE,2025-10-25T02:58:17.637668
"Rome, Italy",Center Scooter Service S N C,"Via Costantino Lazzari, 21, 00177 Roma RM, Italy",4.8,6,+39 06 6496 2775,N/A,Motorcycle repair shop,N/A,41.8983576,12.564077,ChIJFRH3WU1iLxMR0zBHfCZW25Y,2025-10-25T02:58:17.637673
"Rome, Italy",Pierpaoli Vincenzo,"Via di Quarto Rubbie, 18, 00118 Roma RM, Italy",4.9,112,+39 06 7984 1479,http://www.pierpaolimoto.it/,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,41.817435499999995,12.6279907,ChIJr2KsjNKHJRMRzazSHeejzjE,2025-10-25T02:58:17.637678
"Rome, Italy",Ducati Service Roma Appia,"Via Appia Nuova, 1307, 00178 Roma RM, Italy",4.8,310,+39 06 718 0145,https://www.ducatiserviceroma.com/,Motorcycle repair shop,Closed ⋅ Opens 9 AM,41.8113056,12.574114,ChIJAz1KQwBiLxMRg3hVguFY5s4,2025-10-25T02:58:17.637685
"Rome, Italy",Stefano Polimanti,"Via Temistocle Calisti, 94, 00166 Roma RM, Italy",4.9,51,+39 06 624 6601,http://www.polimanti.it/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,41.9059451,12.390276,ChIJNYOvTAhfLxMRokrAiIK3gN8,2025-10-25T02:58:17.637690
"Rome, Italy",Boxer Service S.r.l.,"Via Stanislao Cannizzaro, 39, 00156 Roma RM, Italy",4.9,145,+39 06 406 4109,https://boxer-service.it/,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,41.9284246,12.574031699999999,ChIJ606S6oJjLxMRblA3pn_E0tw,2025-10-25T02:58:17.637695
"Rome, Italy",Alex Moto,"Viale Adriatico, 168/170/172, 00141 Roma RM, Italy",4.9,49,+39 340 348 7724,N/A,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,41.9432517,12.537471,ChIJc26q_3JkLxMRRG90-T4APpQ,2025-10-25T02:58:17.637700
"Rome, Italy",My MotorCity,"Via Cassia, 1412, 00123 Roma RM, Italy",4.9,14,+39 347 645 4016,http://www.mymotorcity.it/,Motorcycle repair shop,Closed ⋅ Opens 3 PM Mon,41.990710299999996,12.3984268,ChIJVzj1_6tdLxMRXiPugbHlfZ4,2025-10-25T02:58:17.637707
"Rome, Italy",Moto Roma Service S.r.l.s,"Via Golametto, 15, 00195 Roma RM, Italy",4.9,16,+39 06 3973 5298,N/A,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,41.915716599999996,12.452634699999999,ChIJHciEJYlgLxMRcELfoHKJghs,2025-10-25T02:58:17.637713
"Rome, Italy",SP Bike,"Via dei Savorelli, 67, 00163 Roma RM, Italy",4.6,143,+39 338 117 8294,https://www.sp.bike/,Motorcycle repair shop,Closed ⋅ Opens 9 AM,41.896600899999996,12.4377006,ChIJh4Ls4bdfLxMRoaS9yWqRHMk,2025-10-25T02:58:17.637719
"Rome, Italy",DB Moto,"Viale Anicio Gallo, 112, 00174 Roma RM, Italy",4.7,36,N/A,N/A,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,41.8528549,12.5633298,ChIJS3QzmguJJRMRPyibX9wDOQk,2025-10-25T02:58:17.637726
"Rome, Italy",Nigimoto,"Via Aurelia, 16, 00165 Roma RM, Italy",4.6,20,+39 392 719 6705,N/A,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,41.8998852,12.4531674,ChIJPZKATk5gLxMRUrwCvK7Aky8,2025-10-25T02:58:17.637732
"Rome, Italy",Moto Center Marconi Taddei Mauro,"Lungotevere di Pietra Papa, 65, 00146 Roma RM, Italy",4.5,205,+39 06 556 2659,http://www.motocentromarconi.it/,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM,41.8619512,12.472320199999999,ChIJTx1mzJqKJRMR4tP8KFxjZZY,2025-10-25T02:58:17.637740
"Rome, Italy",Aureli Moto Yamaha - Service e Ricambi Monteverde,"Circonvallazione Gianicolense, 241, 00152 Roma RM, Italy",4.5,122,+39 06 582 6180,http://www.aurelimoto.it/,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,41.8764718,12.4437383,ChIJpS3oPQFgLxMRy7z0AuV5Wp4,2025-10-25T02:58:17.637746
